org_id	latin_name	ncbi_id
TAX-83837	Astragalus membranaceus	83837
TAX-84	Hyphomicrobium methylovorum	84
TAX-84157	DSMP-degrading bacterium LFR	84157
TAX-84158	Oceanimonas doudoroffii	84158
TAX-8457	Sauropsida	8457
TAX-84615	Lygodium circinatum	84615
TAX-84642	Aeromonadaceae	84642
TAX-848	Fusobacterium	848
TAX-84884	Eustoma exaltatum	84884
TAX-8492	Archosauria	8492
TAX-85003	Actinobacteridae	85003
TAX-85004	Bifidobacteriales	85004
TAX-85006	Micrococcales	85006
TAX-85007	Mycobacteriales	85007
TAX-85009	Propionibacteriales	85009
TAX-85010	Pseudonocardiales	85010
TAX-85011	Kitasatosporales	85011
TAX-85012	Streptosporangiales	85012
TAX-85016	Cellulomonadaceae	85016
TAX-85017	Promicromonosporaceae	85017
TAX-85018	Dermatophilaceae	85018
TAX-85019	Brevibacteriaceae	85019
TAX-85020	Dermabacteraceae	85020
TAX-85022	Jonesiaceae	85022
TAX-85023	Microbacteriaceae	85023
TAX-85025	Nocardiaceae	85025
TAX-85026	Gordoniaceae	85026
TAX-85028	Tsukamurellaceae	85028
TAX-85072	Allochromatium	85072
TAX-851	Fusobacterium nucleatum	851
TAX-85439	Delphinium grandiflorum	85439
TAX-85512	Dicondylia	85512
TAX-85604	Amphiesmenoptera	85604
TAX-85681	Citrus x clementina	85681
TAX-85823	Blattodea	85823
TAX-85894	Jacquinia	85894
TAX-85962	Helicobacter pylori	85962
TAX-86179	Chromohalobacter beijerinckii	86179
TAX-86188	Stenotrophomonas geniculata	86188
TAX-862507	Mus <subgenus>	862507
TAX-86620	Usnea	86620
TAX-86650	Euglenales	86650
TAX-86661	Bacillus cereus group	86661
TAX-866800	Cactineae	866800
TAX-867926	Freesia hybrid cultivar	867926
TAX-869302	Botryococcus braunii	869302
TAX-872	Desulfovibrio	872
TAX-87256	Evernia	87256
TAX-87677	Eucalyptus piperita	87677
TAX-877976	North American clade	877976
TAX-8782	Aves	8782
TAX-87882	Burkholderia cepacia complex	87882
TAX-879	Megalodesulfovibrio gigas	879
TAX-88036	Selaginella moellendorffii	88036
TAX-8825	Neognathae	8825
TAX-886697	Mediterranean clade	886697
TAX-886714	Artemisiinae	886714
TAX-886730	Anthemidinae	886730
TAX-886735	Glebionidinae	886735
TAX-88730	Pinus massoniana	88730
TAX-88770	Panarthropoda	88770
TAX-88845	Allium victorialis	88845
TAX-89184	Ruegeria pomeroyi	89184
TAX-89187	Roseovarius nubinhibens	89187
TAX-89373	Cytophagaceae	89373
TAX-89585	Lemna aequinoctialis	89585
TAX-89593	Craniata <chordates>	89593
TAX-89629	Anchusa	89629
TAX-89630	Anchusa officinalis	89630
TAX-8976	Galliformes	8976
TAX-89912	Xanthophyllomyces	89912
TAX-9005	Phasianidae	9005
TAX-90153	Chromobacterium group	90153
TAX-9030	Gallus	9030
TAX-9031	Gallus gallus	9031
TAX-90371	Salmonella enterica	90371
TAX-90526	Dorotheanthus	90526
TAX-90527	Cleretum bellidiforme	90527
TAX-9072	Phasianinae	9072
TAX-908225	Verbeneae	908225
TAX-90883	Cystofilobasidiales	90883
TAX-90964	Staphylococcaceae	90964
TAX-909768	Acinetobacter calcoaceticus/baumannii complex	909768
TAX-909929	Selenomonadales	909929
TAX-909932	Negativicutes	909932
TAX-910345	Aceraceae	910345
TAX-910346	Hippocastanaceae	910346
TAX-91061	Bacilli	91061
TAX-911294	Inulinae	911294
TAX-911341	Heliantheae alliance	911341
TAX-91192	Tetradesmus	91192
TAX-91347	Enterobacterales	91347
TAX-91561	Artiodactyla	91561
TAX-91813	Agapanthoideae	91813
TAX-91827	Gunneridae	91827
TAX-91829	Altingiaceae	91829
TAX-91834	rosids incertae sedis	91834
TAX-91835	fabids	91835
TAX-91836	malvids	91836
TAX-91851	Nitrariaceae	91851
TAX-91882	campanulids	91882
TAX-91888	lamiids	91888
TAX-91893	lamiids incertae sedis	91893
TAX-91896	Orobanchaceae	91896
TAX-92621	Acridoidea	92621
TAX-92860	Pleosporales	92860
TAX-93006	Cotesia marginiventris	93006
TAX-9347	Eutheria	9347
TAX-93496	Senecio vernalis	93496
TAX-93607	Sinopodophyllum	93607
TAX-93608	Sinopodophyllum hexandrum	93608
TAX-94328	Zingiber officinale	94328
TAX-9443	Primates	9443
TAX-946435	Jeotgalicoccus sp. ATCC 8456	946435
TAX-94695	Methanosarcinales	94695
TAX-947475	Anchonieae	947475
TAX-947489	Biscutelleae	947489
TAX-9526	Catarrhini	9526
TAX-95486	Burkholderia cenocepacia	95486
TAX-95948	Anigozanthos preissii	95948
TAX-95969	Wachendorfia	95969
TAX-95970	Wachendorfia thyrsiflora	95970
TAX-9604	Hominidae	9604
TAX-9605	Homo	9605
TAX-9606	Homo sapiens	9606
TAX-96455	Persicaria tinctoria	96455
TAX-96792	Chromulinales	96792
TAX-9681	Felidae	9681
TAX-9682	Felis	9682
TAX-9685	Felis catus	9685
TAX-970	Selenomonas	970
TAX-97050	Ruegeria	97050
TAX-971	Selenomonas ruminantium	971
TAX-97234	Dryopteris crassirhizoma	97234
TAX-976	Bacteroidota	976
TAX-978	Cytophaga	978
TAX-980083	Camelineae	980083
TAX-980115	Physarieae	980115
TAX-98028	Physaria	98028
TAX-981066	Lepidieae	981066
TAX-981071	Brassiceae	981071
TAX-9821	Suidae	9821
TAX-9822	Sus	9822
TAX-9823	Sus scrofa	9823
TAX-983290	Brassicaceae incertae sedis	983290
TAX-98349	Pleurotus sapidus	98349
TAX-983531	Pogostemoneae	983531
TAX-983547	Lamieae	983547
TAX-9845	Ruminantia	9845
TAX-985	Cytophaga hutchinsonii	985
TAX-98588	Rhizophora stylosa	98588
TAX-986140	Cyperoideae	986140
TAX-986145	Cypereae	986145
TAX-98651	Chromulinaceae	98651
TAX-98652	Ochromonadales	98652
TAX-98708	Pericallis	98708
TAX-98709	Pericallis cruenta	98709
TAX-98757	Gelatoporia	98757
TAX-9895	Bovidae	9895
TAX-9903	Bos	9903
TAX-99038	Glebionis coronaria	99038
TAX-99105	Tanacetum	99105
TAX-9913	Bos taurus	9913
TAX-99287	Salmonella enterica	99287
TAX-995085	Stenotrophomonas maltophilia group	995085
TAX-99568	Curcuma	99568
TAX-99806	Taxus cuspidata	99806
TAX-9989	Rodentia	9989
TAX-999641	Hypericeae	999641
