org_id	scientific_name	ncbi_taxon_id	in_proteins_dat	n_proteins	protein_ids	in_compounds_dat	n_compounds	compound_ids	n_genes	gene_ids	n_pathways_source	pathway_ids_source	in_gpml	gpml_as_geneproduct	gpml_as_protein	gpml_as_metabolite	n_gpml_geneproduct_nodes	n_gpml_protein_nodes	n_gpml_metabolite_nodes	n_gpml_pathway_files	gpml_name_form
TAX-37565	Ruta graveolens	37565	yes	6	MONOMER-14024; MONOMER-14029; MONOMER-14031; MONOMER-14038; MONOMER-14039 (... 6 total)	no	0		6	G-10712; G-10717; G-10719; G-10725; G-10726 (... 6 total)	6	PWY-5958; PWY-6792; PWY-6982; PWY-7398; PWY-7463 (... 6 total)	yes	yes	yes	no	12	12	0	7	resolved_name
TAX-405948	Saccharopolyspora erythraea	405948	no	0		yes	1	CPD-14376	0		0		yes	no	no	yes	0	0	1	1	raw_id
TAX-4547	Saccharum officinarum	4547	yes	4	CPLX-9319; MONOMER-15485; MONOMER-15486; MONOMER-20571	no	0		0		2	PWY-6456; PWY-8011	yes	no	yes	no	0	3	0	2	resolved_name
TAX-268906	Salvia fruticosa	268906	yes	3	MONOMER-19363; MONOMER-19364; MONOMER-19365	no	0		3	G-44071; G-44072; G-44073	7	PWY-5411; PWY-5412; PWY-5413; PWY-5414; PWY-5421 (... 7 total)	yes	yes	yes	no	10	10	0	8	resolved_name
TAX-38868	Salvia officinalis	38868	yes	4	CPLX-8430; MONOMER-13764; MONOMER-17127; MONOMER-17128	no	0		1	G-10498	2	PWY-5813; PWY-6990	yes	no	yes	no	0	4	0	2	resolved_name
TAX-180675	Salvia splendens	180675	yes	2	MONOMER-12279; MONOMER-12281	no	0		2	G-9491; G-9493	3	PWY-5268; PWY-5284; PWY-5313	yes	yes	yes	no	6	6	0	4	resolved_name
TAX-202612	Salvia stenophylla	202612	yes	1	MONOMER-15470	no	0		1	G-11853	2	PWY-5423; PWY-6451	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-3472	Sanguinaria canadensis	3472	yes	1	MONOMER-12346	no	0		0		2	PWY-5287; PWY-7507	yes	no	yes	no	0	2	0	2	resolved_name
TAX-35974	Santalum album	35974	yes	1	MONOMER-16738	no	0		1	G-14587	4	PWY-6243; PWY-6836; PWY-6888; PWY-7102	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-293154	Santalum austrocaledonicum	293154	yes	1	MONOMER-16739	no	0		1	G-14588	4	PWY-6243; PWY-6836; PWY-6888; PWY-7102	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-453088	Santalum spicatum	453088	yes	1	MONOMER-16740	no	0		1	G-14589	1	PWY-6836	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4463	Sauromatum venosum	4463	yes	1	MONOMER-10382	no	0		1	G-8062	1	PWY-4302	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-137893	Saussurea medusa	137893	yes	1	MONOMER-18265	no	0		1	G-17770	2	PWY-7252; PWY1F-823	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-182070	Saxifraga stolonifera	182070	yes	1	MONOMER-12517	no	0		0		0		yes	no	yes	no	0	1	0	1	resolved_name
TAX-135200	Schizonepeta tenuifolia	135200	yes	1	MONOMER-18462	no	0		1	G-17951	1	PWY-7443	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-65409	Scutellaria baicalensis	65409	yes	8	CPLX-8164; CPLX-8165; MONOMER-15933; MONOMER-15936; MONOMER-17919 (... 8 total)	no	0		6	G-12249; G-12251; G-15551; G-15552; G-15553 (... 6 total)	3	PWY-7212; PWY-7213; PWY-7214	yes	yes	yes	no	5	8	0	3	resolved_name
TAX-512023	Scutellaria viscidula	512023	yes	1	MONOMER-17918	no	0		0		2	PWY-7212; PWY-7214	yes	no	yes	no	0	2	0	2	resolved_name
TAX-4550	Secale cereale	4550	yes	13	CPLX-8823; MONOMER-12891; MONOMER-12893; MONOMER-14786; MONOMER-14787 (... 13 total)	yes	1	CPD-14430	1	G-15210	9	CALVIN-PWY; GLUCONEO-PWY; GLYCOLYSIS; PWY-1042; PWY-5484 (... 9 total)	yes	yes	yes	yes	1	24	1	11	both
TAX-59777	Selaginella lepidophylla	59777	yes	2	CPLX4FS-4; MONOMER4FS-27	no	0		1	G4FS-16	1	TRESYN-PWY	yes	no	yes	no	0	1	0	1	resolved_name
TAX-88036	Selaginella moellendorffii	88036	yes	3	GI06-18781-MONOMER; GIO6-20123-MONOMER; MONOMER-17912	no	0		3	G-15549; GIO6-18781; GIO6-20123	9	PWY-5411; PWY-5412; PWY-5413; PWY-5414; PWY-5421 (... 9 total)	yes	yes	yes	no	20	20	0	12	resolved_name
TAX-18794	Senecio	18794	yes	1	MONOMER-18010	no	0		0		3	PWY-5313; PWY-7262; PWY-7450	yes	no	yes	no	0	3	0	3	resolved_name
TAX-93496	Senecio vernalis	93496	yes	1	MONOMER-13926	no	0		1	G-10628	1	PWY-5907	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-76276	Senecio vulgaris	76276	yes	1	MONOMER-13925	no	0		1	G-10627	1	PWY-5907	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-459859	Senegalia nigrescens	459859	no	0		yes	1	CPD-15480	0		0		yes	no	no	yes	0	0	1	1	raw_id
TAX-300844	Sesamum alatum	300844	yes	1	MONOMER-17761	no	0		1	G-15435	1	PWY-7139	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4182	Sesamum indicum	4182	yes	3	MONOMER-12946; MONOMER-17760; MONOMER-17763	no	0		3	G-15434; G-15437; G-9904	2	PWY-5469; PWY-7139	yes	yes	yes	no	3	3	0	2	resolved_name
TAX-300843	Sesamum radiatum	300843	yes	2	MONOMER-12947; MONOMER-17762	no	0		2	G-15436; G-9905	2	PWY-5469; PWY-7139	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-3895	Sesbania rostrata	3895	yes	1	MONOMER-4921	no	0		1	G-3801	1	PWY1F-FLAVSYN	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4555	Setaria italica	4555	yes	18	MONOMER-9521; SEITA.1G108500.1.P; SEITA.1G108600.1.P; SEITA.1G203600.1.P; SEITA.2G144400.1.P (... 18 total)	no	0		17	SEITA.1G108500; SEITA.1G108600; SEITA.1G203600; SEITA.2G144400; SEITA.2G144900 (... 17 total)	15	PWY-2981; PWY-3981; PWY-5032; PWY-5290; PWY-5425 (... 15 total)	yes	yes	yes	no	68	69	0	19	resolved_name
TAX-39879	Silene dioica	39879	yes	2	MONOMER-12016; MONOMER-12017	no	0		0		2	PWY-5139; PWY-7458	yes	no	yes	no	0	6	0	4	resolved_name
TAX-37657	Silene latifolia	37657	yes	3	MONOMER-14160; MONOMER-14169; MONOMER-14172	no	0		0		2	PWY-6015; PWY-6024	yes	no	yes	no	0	5	0	2	resolved_name
TAX-52853	Silene latifolia	52853	yes	2	MONOMER-14168; MONOMER-14170	no	0		0		1	PWY-6024	yes	no	yes	no	0	5	0	2	resolved_name
TAX-3999	Simmondsia chinensis	3999	yes	3	MONOMER-13888; MONOMER-13889; MONOMER-13890	no	0		3	G-10595; G-10596; G-10597	2	PWY-5884; PWY-5885	yes	yes	yes	no	4	4	0	3	resolved_name
TAX-189007	Sinningia cardinalis	189007	yes	2	MONOMER-17991; MONOMER-17994	no	0		2	G-15985; G-15986	2	PWY-7252; PWY-7253	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-93608	Sinopodophyllum hexandrum	93608	yes	7	MONOMER-19147; MONOMER-19668; MONOMER-19669; MONOMER-19670; MONOMER-19671 (... 7 total)	no	0		7	G-43874; G-44370; G-44371; G-44372; G-44373 (... 7 total)	4	PWY-5479; PWY-7630; PWY-7748; PWY-7749	yes	yes	yes	no	10	10	0	5	resolved_name
TAX-267265	Solanum aculeatissimum	267265	yes	1	MONOMER18C3-13	no	0		1	G18C3-12	1	PWY18C3-4	yes	yes	yes	no	2	2	0	2	resolved_name
ORG18C3-1	Solanum habrochaites	62890	yes	2	MONOMER18C3-37; MONOMER18C3-45	no	0		2	G18C3-34; G18C3-42	3	PWY18C3-10; PWY18C3-15; PWY18C3-16	yes	yes	yes	no	73	73	0	35	resolved_name
ORG18C3-2	Solanum habrochaites	62890	yes	2	MONOMER18C3-38; MONOMER18C3-39	no	0		2	G18C3-35; G18C3-36	3	PWY18C3-10; PWY18C3-15; PWY18C3-16	yes	yes	yes	no	73	73	0	35	resolved_name
ORG18C3-3	Solanum habrochaites	62890	yes	3	MONOMER18C3-40; MONOMER18C3-41; MONOMER18C3-46	no	0		3	G18C3-37; G18C3-38; G18C3-43	3	PWY18C3-10; PWY18C3-15; PWY18C3-16	yes	yes	yes	no	73	73	0	35	resolved_name
ORG18C3-4	Solanum habrochaites	62890	yes	3	MONOMER18C3-42; MONOMER18C3-43; MONOMER18C3-44	no	0		3	G18C3-39; G18C3-40; G18C3-41	3	PWY18C3-10; PWY18C3-15; PWY18C3-16	yes	yes	yes	no	73	73	0	35	resolved_name
TAX-62890	Solanum habrochaites	62890	yes	7	MONOMER-13580; MONOMER-14819; MONOMER-14834; MONOMER-17487; MONOMER-17828 (... 7 total)	no	0		7	G-10351; G-11318; G-11320; G-15234; G-15484 (... 7 total)	22	PWY-5122; PWY-5123; PWY-5391; PWY-5733; PWY-6064 (... 22 total)	yes	yes	yes	no	73	73	0	35	resolved_name
TAX-4081	Solanum lycopersicum	4081	yes	97	CPLX-2202; CPLX-5343; CPLX-5401; CPLX-5461; CPLX-5501 (... 97 total)	yes	1	CPD-14431	82	G-10243; G-10350; G-10394; G-10395; G-10396 (... 82 total)	102	ARG-PRO-PWY; ARGASEDEG-PWY; ARGSYNBSUB-PWY; ASPARAGINE-BIOSYNTHESIS; CITRULBIO-PWY (... 102 total)	yes	yes	yes	yes	206	215	1	123	both
TAX-4111	Solanum melongena	4111	yes	1	MONOMER18C3-12	no	0		0		1	PWY18C3-4	yes	no	yes	no	0	2	0	2	resolved_name
TAX-28526	Solanum pennellii	28526	yes	4	MONOMER18C3-31; MONOMER18C3-33; MONOMER18C3-36; MONOMER18C3-56	no	0		4	G18C3-28; G18C3-30; G18C3-33; G18C3-52	5	PWY18C3-15; PWY18C3-16; PWY18C3-23; PWY18C3-8; PWY18C3-9	yes	yes	yes	no	12	12	0	7	resolved_name
TAX-4113	Solanum tuberosum	4113	yes	123	CPLX-1622; CPLX-1681; CPLX-1702; CPLX-1703; CPLX-1704 (... 123 total)	no	0		78	G-10224; G-10226; G-10228; G-11126; G-11127 (... 78 total)	52	DTDPRHAMSYN-PWY; ETOH-ACETYLCOA-ANA-PWY; GLUCONEO-PWY; GLYCOLYSIS; PWY-1042 (... 52 total)	yes	yes	yes	no	136	169	0	54	resolved_name
TAX-59297	Solidago canadensis	59297	yes	2	MONOMER-13577; MONOMER-13578	no	0		2	G-10348; G-10349	1	PWY-5733	yes	yes	yes	no	2	2	0	1	resolved_name
TAX-49840	Sophora flavescens	49840	yes	4	MONOMER-16837; MONOMER-16838; MONOMER-16839; MONOMER-16840	no	0		2	G-14664; G-14665	1	PWY-6914	yes	yes	yes	no	2	4	0	1	resolved_name
TAX-36599	Sorbus aucuparia	36599	yes	7	CPLX-8546; MONOMER-15331; MONOMER-15332; MONOMER-17615; MONOMER-19611 (... 7 total)	no	0		6	G-11734; G-11735; G-15331; G-44313; G-44314 (... 6 total)	2	PWY-6418; PWY-7739	yes	yes	yes	no	5	6	0	2	resolved_name
TAX-4558	Sorghum bicolor	4558	yes	17	CPLX-7005; MONOMER-11834; MONOMER-14082; MONOMER-14083; MONOMER-14084 (... 17 total)	no	0		15	G-10757; G-10758; G-10759; G-10777; G-10778 (... 15 total)	21	PWY-3462; PWY-361; PWY-5048; PWY-5135; PWY-5868 (... 21 total)	yes	yes	yes	no	32	34	0	25	resolved_name
TAX-3562	Spinacia oleracea	3562	yes	45	CPLX-1543; CPLX-17408; CPLX-2742; CPLX-2743; CPLX-5441 (... 45 total)	no	0		14	G-10795; G-14516; G-14517; G-1641; G-17675 (... 14 total)	51	ASPSYNII-PWY; CALVIN-PWY; CHOLINE-BETAINE-ANA-PWY; GLUCONEO-PWY; GLYCOLYSIS (... 51 total)	yes	yes	yes	no	28	110	0	60	resolved_name
TAX-29706	Sporobolus alterniflorus	29706	yes	2	MONOMER-14238; MONOMER-14239	no	0		0		1	PWY-6055	yes	no	yes	no	0	2	0	1	resolved_name
TAX-13274	Stellaria media	13274	yes	2	MONOMER-15687; MONOMER-15688	no	0		0		2	PWY-6524; PWY-6525	yes	no	yes	no	0	3	0	2	resolved_name
TAX-195802	Sterculia foetida	195802	yes	1	MONOMER-11215	no	0		1	G-8733	1	PWY-4942	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-55670	Stevia rebaudiana	55670	yes	5	CPLX-8498; MONOMER-17482; MONOMER-17483; MONOMER-17484; MONOMER-17485	no	0		3	G-15231; G-15232; G-15233	2	PWY-7070; PWY-7071	yes	yes	yes	no	3	4	0	2	resolved_name
TAX-222567	Strobilanthes cusia	222567	yes	1	MONOMER-14292	no	0		0		1	PWY-6068	yes	no	yes	no	0	1	0	1	resolved_name
TAX-13708	Tagetes erecta	13708	yes	1	MONOMER-17810	no	0		0		1	PWY-7157	yes	no	yes	no	0	1	0	1	resolved_name
TAX-55843	Tagetes patula	55843	yes	1	MONOMER-17809	no	0		0		1	PWY-7157	yes	no	yes	no	0	1	0	1	resolved_name
TAX-118510	Tanacetum cinerariifolium	118510	yes	1	MONOMER-16874	no	0		1	G-14698	1	PWY-6926	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-127999	Tanacetum parthenium	127999	yes	3	MONOMER-18664; MONOMER-18667; MONOMER-18668	no	0		3	G-27139; G-27142; G-27143	4	PWY-5733; PWY-6540; PWY-6669; PWY-7497	yes	yes	yes	no	5	5	0	4	resolved_name
TAX-128002	Tanacetum vulgare	128002	yes	3	MONOMER-17129; MONOMER-17130; MONOMER-17131	no	0		0		1	PWY-6991	yes	no	yes	no	0	3	0	1	resolved_name
TAX-46220	Taxus brevifolia	46220	yes	1	MONOMER-13385	no	0		1	G-10183	1	PWY-7392	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-29808	Taxus chinensis	29808	yes	3	CPLX-8496; MONOMER-14814; MONOMER-17467	no	0		2	G-11314; G-15225	3	PWY-5660; PWY-7064; PWY-7392	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-99806	Taxus cuspidata	99806	yes	12	MONOMER-13393; MONOMER-13398; MONOMER-13400; MONOMER-13401; MONOMER-13409 (... 12 total)	no	0		9	G-10188; G-10193; G-10195; G-10196; G-10202 (... 9 total)	3	PWY-5660; PWY-7064; PWY-7065	yes	yes	yes	no	9	13	0	8	resolved_name
TAX-29775	Tellima grandiflora	29775	yes	3	CPLX-7312; MONOMER-13001; MONOMER-13002	no	0		0		1	PWY-5476	yes	no	yes	no	0	4	0	2	resolved_name
ORG-6123	Tephrosia vogelii	47097	yes	1	MONOMER-15394	no	0		0		1	PWY-6425	yes	no	yes	no	0	1	0	1	resolved_name
ORG-5986	Thalictrum bulgaricum	46968	yes	2	MONOMER-12349; MONOMER-12350	no	0		0		1	PWY-5287	yes	no	yes	no	0	2	0	1	resolved_name
TAX-150094	Thalictrum flavum	150094	yes	2	CPLX-5002; MONOMER-8422	no	0		1	G-6401	1	PWY-3581	yes	yes	yes	no	8	8	0	8	resolved_name
TAX-150095	Thalictrum flavum	150095	yes	1	MONOMER-15118	no	0		1	G-11554	8	PWY-3901; PWY-5287; PWY-5470; PWY-6337; PWY-7138 (... 8 total)	yes	yes	yes	no	8	8	0	8	resolved_name
TAX-32198	Thunbergia alata	32198	yes	1	MONOMER-12584	no	0		1	G-9659	1	PWY-5362	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-4013	Toxicodendron vernicifluum	4013	yes	3	MONOMER-13724; MONOMER-13742; MONOMER-13743	no	0		1	G-10479	1	PWY-5787	yes	yes	yes	no	1	3	0	1	resolved_name
TAX-3677	Trichosanthes kirilowii	3677	yes	1	MONOMER-12608	no	0		1	G-9677	1	PWY-5374	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-60916	Trifolium incarnatum	60916	yes	2	MONOMER-16308; MONOMER-16309	no	0		0		1	PWY-6739	yes	no	yes	no	0	2	0	1	resolved_name
TAX-57577	Trifolium pratense	57577	yes	4	MONOMER-15050; MONOMER-15052; MONOMER-15053; MONOMER-4604	no	0		4	G-11490; G-11492; G-11493; G-3621	7	PWY-2002; PWY-361; PWY-5061; PWY-5868; PWY-6039 (... 7 total)	yes	yes	yes	no	13	13	0	7	resolved_name
TAX-55501	Triglochin maritima	55501	yes	4	MONOMER-17558; MONOMER-17563; MONOMER-17607; MONOMER-17608	no	0		2	G-15326; G-15327	4	PWY-7088; PWY-7089; PWY-7095; PWY-861	yes	yes	yes	no	4	7	0	4	resolved_name
TAX-4565	Triticum aestivum	4565	yes	36	CPLX-1984; CPLX-1985; CPLX-5641; CPLX-7190; MONOMER-10601 (... 36 total)	no	0		16	G-10666; G-12214; G-12590; G-12679; G-14599 (... 16 total)	51	CALVIN-PWY; GLUCONEO-PWY; GLYCOLYSIS; GLYOXYLATE-BYPASS; LIPASYN-PWY (... 51 total)	yes	yes	yes	no	34	94	0	59	resolved_name
TAX-37563	Urochloa panicoides	37563	yes	1	MONOMER-17679	no	0		0		3	GLUCONEO-PWY; PWY-7115; PWYQT-4481	yes	no	yes	no	0	3	0	3	resolved_name
TAX-69266	Vaccinium corymbosum	69266	yes	1	MONOMER4FS-10	no	0		0		1	PWY-5859	yes	no	yes	no	0	1	0	1	resolved_name
TAX-180763	Vaccinium myrtillus	180763	yes	1	MONOMER-12083	no	0		1	G-9353	1	PWY-5153	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-51239	Vanilla planifolia	51239	yes	3	MONOMER-13423; MONOMER-13425; MONOMER-13426	no	0		3	G-10216; G-10217; G-10218	2	PWY-5665; PWY-6431	yes	yes	yes	no	4	4	0	2	resolved_name
TAX-73154	Vernicia fordii	73154	yes	1	MONOMER-12619	no	0		1	G-9687	1	PWY-5375	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-237940	Viburnum furcatum	237940	yes	1	MONOMER-17662	no	0		1	G-15373	1	PWY-7113	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3906	Vicia faba	3906	yes	5	CPLX-5421; MONOMER-10881; MONOMER-12495; MONOMER-8942; MONOMER-8962	no	0		0		10	GALACTMETAB-PWY; PWY-3821; PWY-4702; PWY-4781; PWY-5337 (... 10 total)	yes	no	yes	no	0	14	0	10	resolved_name
TAX-3909	Vicia sativa	3909	yes	1	MONOMER-17579	no	0		1	G-15299	1	PWY-7093	yes	yes	yes	no	1	1	0	1	resolved_name
TAX-3918	Vigna aconitifolia	3918	yes	3	CPLX-4761; MONOMER-7801; MONOMER-7802	no	0		2	G-5881; G-5882	4	ARGININE-SYN4-PWY; CITRULBIO-PWY; PWY-6922; PWY4LZ-81	yes	yes	yes	no	1	6	0	6	resolved_name
TAX-3914	Vigna angularis	3914	yes	2	MONOMER-12304; MONOMER-12482	no	0		2	G-9497; G-9586	4	PWY-5272; PWY-5337; PWY-5338; PWY-5968	yes	yes	yes	no	4	4	0	4	resolved_name
TAX-3916	Vigna radiata	3916	yes	13	CPLX-7289; CPLX-7307; MONOMER-10941; MONOMER-11206; MONOMER-12277 (... 13 total)	no	0		0		20	CALVIN-PWY; GLUCONEO-PWY; GLYCOLYSIS; PWY-1042; PWY-3781 (... 20 total)	yes	no	yes	no	0	21	0	13	resolved_name
TAX-103355	Vitis labrusca	103355	yes	1	MONOMER-18012	no	0		1	G-16002	3	PWY-5313; PWY-7262; PWY-7450	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-29760	Vitis vinifera	29760	yes	14	CPLX-6931; MONOMER-12084; MONOMER-14950; MONOMER-14952; MONOMER-16020 (... 14 total)	no	0		10	G-11400; G-11402; G-12328; G-12487; G-15151 (... 10 total)	20	PWY-4341; PWY-5125; PWY-5153; PWY-5313; PWY-6257 (... 20 total)	yes	yes	yes	no	17	26	0	23	resolved_name
TAX-95970	Wachendorfia thyrsiflora	95970	yes	1	MONOMER-15420	no	0		1	G-11809	2	PWY-6432; PWY-6438	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-126910	Withania somnifera	126910	yes	1	MONOMER-16204	no	0		1	G-12498	1	PWY18C3-4	yes	yes	yes	no	6	6	0	6	resolved_name
TAX-101473	Wollastonia biflora	101473	yes	3	CPLX-7667; MONOMER-14235; MONOMER-14236	no	0		1	G-10870	3	PWY-5441; PWY-6054; PWY-6055	yes	no	yes	no	0	5	0	3	resolved_name
TAX-15945	Zea luxurians	15945	yes	1	MONOMER-14918	no	0		1	G-11370	2	PWY-5425; PWY-6275	yes	yes	yes	no	3	3	0	3	resolved_name
TAX-112001	Zea mays	112001	yes	1	MONOMER-14914	no	0		1	G-11366	2	PWY-5425; PWY-6275	yes	yes	yes	no	234	336	0	155	resolved_name
TAX-381124	Zea mays	381124	yes	122	CKX1-MONOMER; CPLX-1968; CPLX-1971; CPLX-5522; CPLX-5683 (... 122 total)	no	0		80	CKX1; G-10478; G-10667; G-10708; G-11275 (... 80 total)	106	ALACAT2-PWY; ALANINE-DEG3-PWY; ALANINE-SYN2-PWY; ASPARTATESYN-PWY; ASPSYNII-PWY (... 106 total)	yes	yes	yes	no	234	336	0	155	resolved_name
TAX-4577	Zea mays	4577	yes	16	CISZOG1-MONOMER; CISZOG2-MONOMER; CPLX-847; GBWI-61910-MONOMER; MONOMER-12826 (... 16 total)	yes	2	CPD-22324; CPD-22325	11	CISZOG1; CISZOG2; G-11369; G-14794; G-17969 (... 11 total)	18	PWY-1741; PWY-1782; PWY-241; PWY-2902; PWY-5425 (... 18 total)	yes	yes	yes	yes	234	336	4	156	both
TAX-94328	Zingiber officinale	94328	yes	2	MONOMER-13556; MONOMER-16745	no	0		2	G-10327; G-14593	2	PWY-5733; PWY-6835	yes	yes	yes	no	2	2	0	2	resolved_name
TAX-311405	Zingiber zerumbet	311405	yes	3	MONOMER-14875; MONOMER-14903; MONOMER-15976	no	0		3	G-11335; G-11360; G-12286	4	PWY-5425; PWY-6265; PWY-6271; PWY-6275	yes	yes	yes	no	6	6	0	5	resolved_name
TAX-89630	Anchusa officinalis	89630	yes	4	CPLX-6979; CPLX-6980; MONOMER-11761; MONOMER-11762	no	0		0		3	PWY-3581; PWY-5048; PWY-5886	no	no	no	no	0	0	0	0	absent
TAX-59689	Arabidopsis lyrata	59689	yes	2	CPLX-6222; MONOMER-10582	no	0		1	G-7924	2	PWY-4203; PWY18C3-22	no	no	no	no	0	0	0	0	absent
TAX-3818	Arachis hypogaea	3818	yes	2	CPLX-236; MONOMER-235	no	0		1	G-528	1	PWY-84	no	no	no	no	0	0	0	0	absent
TAX-4686	Asparagus officinalis	4686	yes	5	CPLX-8966; CPLX-8967; CPLX-8968; MONOMER-19154; MONOMER-19155	no	0		2	G-43878; G-43879	1	PWY-7632	no	no	no	no	0	0	0	0	absent
ORG-5877	Berberis Wilsoniae	22774	yes	4	CPLX-5661; MONOMER-12942; MONOMER-9444; MONOMER-9455	no	0		0		4	PWY-3901; PWY-5470; PWY-7138; PWY-7507	no	no	no	no	0	0	0	0	absent
TAX-260674	Citrullus lanatus	260674	yes	2	CPLX-6681; MONOMER-11327	no	0		0		1	PWY-4961	no	no	no	no	0	0	0	0	absent
ORG-5892	Corydalis cava	3463	yes	1	MONOMER-18733	no	0		0		1	PWY-7522	no	no	no	no	0	0	0	0	absent
TAX-3721	Crambe hispanica	3721	yes	2	CPLX-7120; MONOMER-12262	no	0		0		1	PWY-5267	no	no	no	no	0	0	0	0	absent
ORG-5897	Cucurbita pepo medullosa	3663	yes	1	MONOMER-5141	no	0		0		0		no	no	no	no	0	0	0	0	absent
TAX-101015	Fragaria virginiana	101015	yes	5	PQ433322; PQ433323; PQ433324; PQ433325; PQ433326	no	0		0		0		no	no	no	no	0	0	0	0	absent
ORG-6001	Lactuca sativa romaine	4236	yes	4	MONOMER-12151; MONOMER-13560; MONOMER-13576; MONOMER-2561	no	0		4	G-10331; G-10347; G-9399; VDE1	6	PWY-5175; PWY-5733; PWY-5945; PWY-5946; PWY-6540 (... 6 total)	no	no	no	no	0	0	0	0	absent
TAX-4472	Lemna minor	4472	yes	2	CPLX-7175; MONOMER-12494	no	0		1	G-9594	1	SULFMETII-PWY	no	no	no	no	0	0	0	0	absent
TAX-227291	Limonium latifolium	227291	yes	2	CPLX-5701; MONOMER-9602	no	0		1	G-7281	1	PWY-4021	no	no	no	no	0	0	0	0	absent
TAX-3435	Persea americana	3435	yes	2	CPLX-7072; MONOMER-12077	no	0		0		1	PWY-5147	no	no	no	no	0	0	0	0	absent
TAX-3240	Psilotum nudum	3240	yes	4	CPLX-6970; CPLX-6971; MONOMER-11737; MONOMER-11738	no	0		2	G-9122; G-9123	1	PWY-5045	no	no	no	no	0	0	0	0	absent
TAX-3767	Pyrus pyrifolia	3767	yes	2	CPLX-6953; MONOMER-11718	no	0		0		1	PWY-4101	no	no	no	no	0	0	0	0	absent
TAX-101007	TAX-101007		yes	5	PQ433313; PQ433314; PQ433315; PQ433316; PQ433317	no	0		0		0		no	no	no	no	0	0	0	0	absent
TAX-3316	Thuja plicata	3316	yes	2	CPLX-7301; MONOMER-12935	no	0		1	G-9898	1	PWY-5466	no	no	no	no	0	0	0	0	absent
